Job_Title,Company,Location,Salary_Raw,Link,JD & Requirements,Job_Domain,Min_years_of_exp,Language_Requirement,Skills
Golang Developer,ANDPAD VietNam,"3rd Floor, Dong Nhan Building, 90 Nguyen Dinh Chieu, Tan Dinh Ward, Tan Dinh, Ho Chi Minh 7F, Taisei Square Hanoi Building. No.289 Khuat Duy Tien Street, Dai Mo Ward, Dai Mo, Ha Noi",You'll love it,https://itviec.com/it-jobs/senior-golang-developer-backend-aws-mysql-andpad-vietnam-co-ltd-0527?lab_feature=preview_jd_page,"Job description
We are looking for a Senior Golang Engineer who can join our team and develop the application in cooperation with the product manager. Working in the form of Squad, a small team can quickly and consistently engage in everything from designing to development, testing and operations.

 

Also, there are a lot of opportunities to work with new languages ​​and FWs other than the main language in an international environment.

 

■ Job Scope

Design and implementation function of the product in charge using Golang
Refactoring existing products for microservices
Requirements definition and specification formulation in collaboration with product managers and designers
Architecture design based on requirements
Measurement of effects for quality improvement and implementation of service improvement measures
■ Development environment

 Infrastructure: AWS, GCP
 CI/CD: Circle CI/ Codebuild
 DB: Amazon Aurora (MySQL compatible edition), Elasticsearch, DynamoDB
 Configuration management: Ansible
 Deploy/ Build: CodePipeline, CodeBuild, CircleCI, GitHub Actions
 IaC: Packer, Terraform
 Monitoring: Datadog, Bugsnag
 Others: Swagger, Docker, ZenHub, Figma, Slack/Jira
Your skills and experience
Must have: 

Empathy for Andpad's mission and values
5+ years of experience in developing and operating Web services using Golang, AWS, gRPC
Experience as a technical lead throughout the full project development lifecycle
Experience in developing and operating Web applications using frameworks
Experience in schema design such as RDBMS and KVS and design of optimal query
Have knowledge of Web application security
Experience Test code implementation (Unit Test)
Good at English communication
Nice to have: 

Experience of discovering problems from logs and solving problems
Experience in developing systems using container technologies such as Docker and Kubernetes
Experience in designing architecture based on application requirements and selecting middleware
Experience of publishing and contributing OSS
External technical output experience (writing, technical blog, stage, etc.)
Context Engineering: Experience in how to provide the right context to AI agents, structuring codebases for AI readability, and reducing hallucinations.",Software Development,5.0,English,"Golang, AWS, GCP, gRPC, Microservices, SQL, NoSQL, Terraform, Monitoring, Docker, Kubernetes, Security, Unit Test, System Design, CI/CD"
IT Risks Management Specialist,MBBank,"Tòa nhà MB, số 18 Lê Văn Lương, Phường Yên Hòa, Ha Noi",You'll love it,https://itviec.com/it-jobs/senior-it-risks-management-specialist-mb-bank-3404?lab_feature=preview_jd_page,"Job description
2025TD121 - Chuyên viên, Chuyên viên cao cấp Quản trị rủi ro công nghệ

Triển khai thu thập và phân tích sự kiện rủi ro công nghệ, rủi ro ngân hàng số.
Rà soát góp ý với các quy định và quy trình, sản phẩm… trong lĩnh vực CNTT, sản phẩm áp dụng CNTT.
Xử lý, làm sạch và đảm bảo chất lượng dữ liệu sử dụng cho phân tích.
Thực hiện thống kê mô tả, thông kê suy luận (descriptive & inferential statistics), đưa ra các ý tưởng từ dữ liệu để nhận diện, giám sát rủi ro CNTT, Digital.
Trình bày các ý tưởng và đề xuất phương án để nâng cao công việc quản trị rủi ro mảng công nghệ.
Xây dựng các chỉ số, thiết kế dashboard theo dõi rủi ro CNTT, Digital trọng yếu.
Xây dựng các giải pháp, lên kế hoạch thử nghiệm để giải quyết các rủi ro được nhận diện.
Your skills and experience
Tốt nghiệp ĐH chuyên ngành: Tài chính Ngân hàng, Khoa học dữ liệu, Khoa học máy tính, CNTT, Toán học ứng dụng, Điện tử viễn thông...
Có kiến thức về ngành CNTT (phát triển, vận hành, bảo mật).
Ưu tiên:
Ứng viên có kiến thức về coding cho crypto, tài sản số, stablecoin hoặc;
Ứng viên có kinh nghiệm về pentest cho các hệ thống của ngân hàng (đặc biệt về AI).",Management & Analysis,,None,"Data Analysis, Data Visualization, Security"
IOS Developer,Braly JSC,"òa Garden Hill, số 99 Trần Bình, Nam Từ Liêm, Hà Nội, Ha Noi","1,500 - 2,300 USD",https://itviec.com/it-jobs/senior-leader-ios-developer-swift-upto-60m-braly-jsc-2815?lab_feature=preview_jd_page,"Job description
Xây dựng và chuẩn hóa năng lực đội ngũ iOS. 
Chuẩn hóa nền tảng kỹ thuật (Swift) và cập nhật, đề xuất áp dụng công nghệ mới. 
Tối ưu quy trình phát triển từ code đến release, ứng dụng AI để nâng cao năng suất. 
Thiết lập và theo dõi metrics đánh giá hiệu quả, chất lượng team. 
Dẫn dắt kiến trúc và trực tiếp phát triển các tính năng trên nền tảng IOS. 
Kiểm soát chất lượng, hiệu năng và xử lý các bài toán kỹ thuật phức tạp. 
Phối hợp với các bộ phận liên quan để đảm bảo tiến độ và chất lượng sản phẩm. 
Tuyển dụng, onboarding và phát triển đội ngũ iOS. 
Xây dựng Career Path, mentoring và thúc đẩy văn hóa học tập trong team.
Your skills and experience
Tốt nghiệp đại học ngành kỹ thuật phần mềm, công nghệ thông tin hoặc các chuyên ngành liên quan. 
Tối thiểu 5 năm kinh nghiệm phát triển IOS, thành thạo Swift. 
Với vị trí Leader có tối thiểu 2 năm kinh nghiệm ở vị trí IOS Tech Lead/Team Lead. 
Hiểu sâu về mobile architecture: MVVM, Clean Architecture, Modular Design. 
Kinh nghiệm với CI/CD cho mobile: GitHub Actions, Fastlane, Bitrise,... 
Kinh nghiệm tối ưu hóa quy trình phát triển phần mềm: DevOps mindset, Lean/Agile,... 
Có kinh nghiệm ứng dụng AI tools vào quy trình phát triển (AI Code Assistant, AI Testing). 
Khả năng định hướng kỹ thuật và mentor team. 
Tư duy hệ thống, khả năng chuẩn hóa quy trình. 
Ưu tiên 

Kinh nghiệm với các AI tools nâng cao: Copilot, Cursor, Claude,... và có thể đào tạo team sử dụng. 
Kinh nghiệm với cả Swift và Kotlin (full-stack mobile). 
Kinh nghiệm với sản phẩm có lượng user lớn (millions MAU). 
Hiểu biết về App Store Optimization (ASO), monetization (AdMob, IAP). 
Đam mê viết tài liệu, chia sẻ kiến thức và đào tạo.",Software Development,5.0,None,"Mobile Apps, CI/CD, Scrum / Agile, Software Architecture, GenAI / LLM"
Microsoft D365 F&O Developer,ELCA,"The CII Tower, 152 Dien Bien Phu Street, Thanh My Tay, Ho Chi Minh",You'll love it,https://itviec.com/it-jobs/senior-microsoft-d365-f-o-developer-24hr-campaign-elca-5713?lab_feature=preview_jd_page,"Job description
As a Senior developer D365 Finance & Operations, you design, implement and maintain ERP solutions built with Microsoft Dynamics 365 Finance & Operations. You work closely with your local colleagues and collaborate with the Swiss team of functional and technical consultants who are in relationship with customers.

Your responsibilities

Develop, customize, and extend D365 F&O solutions using X++, SQL DB, .NET, and other relevant technologies, following our development guidelines and in line with the current best practices.
Customize and configure D365 F&O to meet specific business needs. This includes creating new modules, entities, forms, and reports, as well as modifying existing ones.
Diagnose and resolve technical issues, working closely with functional consultants and if required with customers to ensure timely resolution of problems.
Design and troubleshoot SQL DB data structures of D365 F&O.
Source code and application lifecycle management with Azure DevOps and LCS tools: source code repositories, builds, pipelines and automation.
Design and implement data integrations between D365 F&O and other enterprise systems, ensuring seamless data flow and consistency across the organization.
Collaborate with functional consultants and business analysts to clarify business requirements or clarify technical specifications.
Deploy the implemented solution. Perform system upgrades and apply patches as necessary.
Your skills and experience
Bachelor's degree in Computer Science, Information Technology, or related field.
At least 5 years of experience as a D365 F&O Developer.
Proficiency in Microsoft Dynamics 365 Finance & Operations development tools, including X++.
Mastery of SQL Server and database design.
Strong know-how of D365 F&O modules structure.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Ability to work independently and in a team-oriented environment.
Knowledge of the Power Platform, .NET development and integration technologies.
Knowledge of software testing automation/test automation tools for F&O is a plus
Fluent in English – written and spoken",Software Development,5.0,English,"SQL, .NET Ecosystem, CI/CD, Azure, Automation Test"
Senior Microsoft Intune Engineer,Renesas Design Vietnam,"31 Tan Thuan, Ho Chi Minh",You'll love it,https://itviec.com/it-jobs/senior-microsoft-intune-engineer-renesas-design-vietnam-0111?lab_feature=preview_jd_page,"Job description
This role is part of a Global Endpoint computing team, responsible for development, standardization, and management of the company’s global PC and mobile device infrastructure.

Manage and maintain a global co-managed Intune and Configuration Manager environment with of over 25,000 endpoints
Develop and perform software deployments and operating system configuration changes using various software development & automation techniques.
Provide direct 3rd line end user support for escalated PC and mobile device issues and needs.
Work with vendors as needed to resolve application or end user issues.
Identify improvements in existing functionality and recommend enhancements.
Manage and deliver project activities as part of the overall roadmap.
Be able to investigate issues under tight time constraints and be able prioritize work accordingly.
Be able to work with minimal supervision.
Write and maintain appropriate documentation
Key Performance Measures

The availability of the Microsoft Endpoint manager services to the business.
Delivering project goals to the required standard and on time.
Resolving personally assigned incident tickets promptly to the expected standard.
Your skills and experience
Qualifications

Bachelor or Master degree with relevant background (e/g Information Systems), or similar Proven track record of successful projects in the area of Microsoft Endpoint management
5 years’ experience supporting Windows client OS with minimum of 2 years supporting Windows 10/ 11
5 years’ experience developing, implementing, and administrating Microsoft Configuration Manager / MECM and Intune
Good understanding of where endpoint management fits into wider IT and reliant \ dependent technologies (AD, GPO, Entra, Networking etc…)
Endpoint management Certified preferred.
Proficiency in PowerShell scripting.
Problem solving skills coupled with a strong customer focus.
Excellent communication both written and verbal.",Infrastructure,5.0,English,Networking
"Backend Engineer (Java, Docker, Snyk)",Yoong,"No. 16-18 Xuan Dieu, Tan Son Nhat, Ho Chi Minh",You'll love it,https://itviec.com/it-jobs/senior-middle-backend-engineer-java-docker-snyk-yoong-3433?lab_feature=preview_jd_page,"Job description
We are seeking highly motivated Backend Engineers to join a world-class engineering team.

In this role, you will work on a mission-critical security remediation project focused on eliminating software vulnerabilities across a large-scale distributed microservices platform. You will collaborate with experienced international engineers to upgrade container base images, patch Java dependencies, improve automated test coverage, and ensure production stability.

This is an excellent opportunity to work on enterprise-grade systems, apply modern DevSecOps practices, and gain hands-on experience with vulnerability management using Snyk, Amazon Corretto, Docker, and CI/CD pipelines.

The ideal candidate has strong Java backend development experience, solid knowledge of Docker and Maven, and a deep commitment to software quality, testing, and security.

Working Location:

ETOWN CENTRAL BUILDING, 07 - 11 Doan Van Bo Street, Xom Chieu Ward, HCMC

Your skills and experience
Responsibilities:

Analyze and remediate security vulnerabilities identified by automated scanning tools such as Snyk.
Upgrade dependencies, container images, and related configurations across backend services.
Develop and maintain automated unit and integration tests to prevent regressions.
Troubleshoot build, runtime, and performance issues in a microservices environment.
Collaborate with international engineering teams through GitHub, Jira, Slack and weekly sync.
Document technical changes and participate in knowledge transfer sessions.
Requirements:

4+ years of experience in backend software development.
Strong proficiency in at least one backend language (Go, Java, .NET, Python, Node.js, etc.).
Solid understanding of microservices, REST APIs, and distributed systems.
Experience with Docker and CI/CD pipelines.
Experience with ensuring test coverage using AI coding tools.
Strong problem-solving and debugging skills.",Software Development,4.0,English,"Java, Docker, CI/CD, Microservices, API, Unit Test, Git, Security"
Mobile Application Engineer (Android/iOS/Swift),OCB,"The Hallmark Building, 15 Tran Bach Dang Street, An Khanh, Ho Chi Minh",You'll love it,https://itviec.com/it-jobs/senior-mobile-application-engineer-android-ios-swift-ngan-hang-tmcp-phuong-dong-ocb-2406?lab_feature=preview_jd_page,"Job description
We are on a journey to modernize our digital banking platform. We aren't just maintaining code; we are re-engineering it for speed, scale, and security. We are looking for experienced mobile engineers enjoys solving complex technical challenges and wants to have a direct influence on the architecture of a real-world banking application.

 

 Modernize & Optimize: Lead the transition to cleaner, modularized code. Improve app performance, responsiveness, and memory management.
 Build the Future: Design and implement new, user-centric features that make banking easier for millions of customers.
 Engineering Excellence: Champion best practices through code reviews, automated testing, and proactive refactoring of legacy components
 Collaborate: Partner closely with Backend, Product, and UX/UI teams to turn business needs into high-performance technical solutions.
Solve Problems: Tackle production challenges head-on, ensuring our platform is stable, secure, and reliable.
 
Your skills and experience
Different projects and squads may focus on different technical domains. Candidates with strengths in relevant areas will be considered for suitable engineering teams across our banking technology ecosystem.

 

1. Engineering Rigor & Quality
•    Testing Culture: Hands-on experience writing Unit Tests, Automated UI Tests, and API Mocks/Stubs. You prioritize testable code over ""quick fixes.""
•    Code Health: Deep application of SOLID, YAGNI, and KISS principles. Strict adherence to coding conventions and documentation standards.
•    Performance: Proven ability to identify and resolve bottlenecks using platform profiling tools (e.g., Instruments, Android Profiler). Experience with threading and complex offline data synchronization.
2. Banking-Grade Security & Integration
•    Security (Critical): Strong knowledge of secure mobile practices: Certificate Pinning, secure storage mechanisms (Keychain/Keystore), biometric authentication (FaceID/TouchID/ Fingerprint), and obfuscation techniques.
•    API Orchestration: Deep understanding of RESTful API lifecycle, request/response cycle management, and handling token-based authentication flows in a secure environment.
•    Ecosystem: Experience integrating and maintaining 3rd-party SDKs (e.g., Firebase, Analytics, Marketing tools like AppsFlyer, and UI frameworks like SnapKit/libraries across Android and iOS ecosystems).
3. Workflow & Tools:
•    DevOps/Collaboration: Daily usage of Git/GitLab and Jira/Redmine. You are comfortable with branching strategies (GitFlow/Trunk-based), code review workflows, and CI/CD practices.
•    Design-to-Code: High proficiency in interpreting complex Figma designs, ensuring pixel-perfect responsiveness across all device screen sizes and OS versions.
4. Strategic & ""Plus"" Skills
•    Technical Leadership: Ability to mentor junior developers, perform deep code reviews, and drive architectural decisions.
•    Future-Proofing: Experience or strong interest in Kotlin Multiplatform (KMP) for cross-platform logic sharing.
•    Continuous Learning: A proactive mindset to evaluate, prototype, and implement new mobile methodologies to improve the development lifecycle.
•    AI-SDLC: Experience in leverage AI tools in product development activities.
5. Core Competencies
5.1 Android Developer
•    Experience: 5+ years of professional experience in native Android development with Kotlin.
•    Technical Foundation: Deep understanding of the Android Lifecycle, OOP, and multithreading.
•    Architectural Mindset: Strong experience with MVVM, Clean Architecture, and Modularization. You should know how to build apps that are easy to test and maintain.
•    Modern Tools: Proficiency with Coroutines and Flow.
•    Quality Focused: You understand SOLID principles and aren’t afraid to refactor to improve code health.
•    Communication: Ability to work well in a team and explain technical concepts to non-technical stakeholders.
Bonus points for:
•    Hands-on experience with Jetpack Compose.
•    Experience in the Fintech/Banking domain or exposure to platforms like Backbase.
•    Familiarity with CI/CD pipelines.
•    Experience integrating advanced features like OCR/eKYC or AI-driven chatbots.
5.2 IOS Developer
•    Education: Bachelor’s degree in Computer Science, Software Engineering, or equivalent technical field.
•    Experience: 5+ years of professional iOS development experience using Swift.
•    Architecture: Mastery of MVVM and Coordinator patterns. Proficient in Clean Architecture and large-scale Modularization (dynamic frameworks/libraries).
•    Modern Swift: Deep expertise in Combine, Swift Concurrency (Async/Await), and Diffable DataSources.
•    Dependency Management: Advanced experience with Swift Package Manager (SPM) and dependency injection patterns.

Bonus points for:
•     Hands-on experience with SwiftUI.
•     Familiarity with CI/CD pipelines.
•    Experience integrating advanced features like OCR/eKYC or AI-driven chatbots.",Software Development,5.0,None,"API, Automation Test, CI/CD, Git, Mobile Apps, Security, Software Architecture, Unit Test"
Performance Test Engineer,NAB Innovation Centre Vietnam,"Ho Chi Minh City, Ho Chi Minh",You'll love it,https://itviec.com/it-jobs/senior-performance-test-engineer-nab-innovation-centre-vietnam-2231?lab_feature=preview_jd_page,"Job description
KEY RESPONSIBILITIES 

Design and execute performance, load and stress testing for applications and services   
Analyse performance test results to identify bottlenecks and recommend improvements   
Develop and maintain performance testing scripts and frameworks   
Collaborate with engineering teams to optimise system performance and scalability   
Support performance testing within CI/CD pipelines and release processes   
Drive continuous improvement of performance testing practices, tools and standards 
Your skills and experience
MANDATORY TECHNICAL SKILLS 

8+ years’ experience in performance testing (load, stress, endurance testing)   
Hands-on experience with performance testing tools (e.g., Gatling, JMeter, or similar)   
Proven ability to analyse performance results and troubleshoot system bottlenecks   
Understanding of system architecture and performance tuning principles   
Experience working with APIs and distributed systems   
Working knowledge of Linux/Unix environments  
NICE-TO-HAVE TECHNICAL SKILLS 

Experience with programming and scripting using Java (Spring Boot), Scala, Node.js, Python, SQL or similar technologies 
Experience working across cloud platforms, especially AWS services such as ECS, EC2, S3 and RDS 
Experience with containerization and CI/CD tooling such as Docker, Jenkins and Bamboo 
Experience in Banking or Financial Services ",Testing & Quality,8.0,None,"API, Linux, Java, Spring Boot, Scala, NodeJS, Python, SQL, AWS, Docker, CI/CD"
"QA Hybrid (manual, automation)","MONEY FORWARD VIETNAM CO.,LTD","Tòa nhà E.Town Central, Số 11 Đoàn Văn Bơ, Xom Chieu, Ho Chi Minh",You'll love it,https://itviec.com/it-jobs/senior-principal-qa-hybrid-manual-automation-money-forward-vietnam-co-ltd-2225?lab_feature=preview_jd_page,"Job description
Position Overview
CLWeb is a multi-tenant banking web platform provided to financial institutions, supporting secure and reliable operational workflows across multiple tenants. In the AI era, the QA Engineer role is evolving from a traditional test executor into an AI-enabled Quality Engineer who accelerates delivery while building the safeguards needed for a complex, high-trust product domain.

This role is responsible for protecting release quality across web UI, backend APIs, and related integrations by combining risk-based manual testing, stable automation, AI-assisted quality workflows, strong release judgment, and practical data validation. The role partners closely with product, engineering, and QA members to improve both speed and safety while ensuring that business-critical workflows, tenant boundaries, and customer operations remain reliable.

Key Responsibilities
Quality Assurance & Test Strategy
Design and execute test strategies, plans, and cases for functional, regression, smoke, integration, exploratory, and release validation testing, with strong acceptance criteria and release safeguards.
Perform hands-on manual testing for high-risk or judgment-heavy scenarios, and protect quality across a large-scale product domain using risk-based testing and sound release judgment.
Analyze failures across UI, API responses, logs, reports, and test data to distinguish product defects from test issues or environmental instability and drive issues to closure.
Automation, AI & Data Validation
Design, develop, and maintain automated test suites for E2E, API, and critical business workflow testing, while improving frameworks, reusable utilities, fixtures, and test data handling within the existing Playwright + TypeScript ecosystem.
Use AI tools effectively to accelerate test design, test case generation, test data preparation, automation authoring, and defect investigation, and where AI-enabled capabilities are introduced, perform prompt testing, response evaluation, edge case validation, and consistency checks.
Perform API testing and validate data integrity across UI, APIs, databases, and connected systems, including SQL- or DB-level validation where needed.
Integrate and optimize automation in CI/CD pipelines using the current workflow based on GitHub Actions, improving execution reliability, coverage, and quality signals while reducing flaky tests.
Collaboration & Process Improvement
Collaborate closely with product, engineering, and QA members to improve shift-left quality practices, including testability, observability, regression safety, and practical quality standards for AI-enabled delivery.
Support test case and automation traceability in Zephyr, define and monitor quality metrics, and contribute to broader quality initiatives such as standards, coverage planning, release evidence quality, and process improvement.
Your skills and experience
Required Qualifications
Bachelor’s degree in Computer Science, Software Engineering, Data Science, or a related field, or equivalent practical experience.
5+ years of QA automation / SDET / hybrid QA experience, including strong hands-on manual testing for web applications.
Strong programming/scripting skills in TypeScript, plus practical experience in Python for data validation, utilities, or investigation workflows. Experience with Java is a plus.
Experience with Playwright, Cypress, Selenium, or similar tools, with Playwright preferred, plus solid experience in API automation using Playwright API, Postman/Newman, or equivalent.
Practical experience with AI coding/testing assistants, Generative AI, or LLM-based workflows for test generation, debugging, and QA productivity improvement, with sound human review.
Strong knowledge of SQL, data validation techniques, test design, exploratory testing, defect investigation, release validation, and core concepts such as test pyramid, risk-based testing, mocking, assertions, negative testing, and boundary testing.
Understanding of machine learning concepts, AI system behavior, prompt engineering, or AI evaluation methods for assessing output quality, consistency, and edge cases.
CI/CD experience with GitHub Actions / Jenkins / GitLab CI / Azure DevOps, along with experience using Git, code reviews, logs, API responses, SQL checks, and test reports to investigate failures effectively.
Strong communication and collaboration skills, with the ability to work cross-functionally, translate high-level product requirements into practical quality approaches, and balance speed and robustness in a complex product environment.
Conversational English proficiency for technical discussions and documentation with global teams.
Nice to Have
Working knowledge of MySQL, database seeding, or DB-level validation for automated tests.
Experience with Docker/Kubernetes, AWS, distributed systems, multi-tenant or regulated products, and integration-heavy business workflows.
Experience testing AI systems, LLM applications, chatbots, or supporting data pipeline / dataset quality validation.
Experience with Zephyr or similar test management tools, improving automation frameworks, reducing flaky tests, mentoring QA members, or communicating in Japanese.
Key Skills
Hybrid QA: manual + automation
Playwright + TypeScript test automation
API testing, SQL, and data validation
Risk-based testing and release judgment
AI-assisted test design and prompt / output evaluation
CI/CD quality integration and defect investigation
Success Metrics
Improved protection of critical business workflows and release confidence.
Increased automation coverage for high-risk UI, API, and workflow scenarios.
Reduced defect leakage, flaky tests, and noisy CI quality signals.
Faster, higher-quality test design, investigation, and issue detection across AI, data, and regression areas.",Testing & Quality,5.0,Japanese,"Manual Test, Automation Test, API, API Testing, TypeScript, Python, Java, SQL, CI/CD, Git, GenAI / LLM, Docker, Kubernetes, AWS, MySQL / PostgreSQL"
Ruby on Rails Developer,ANDPAD VietNam,"3rd Floor, Dong Nhan Building, 90 Nguyen Dinh Chieu, Tan Dinh Ward, Tan Dinh, Ho Chi Minh 7F, Taisei Square Hanoi Building. No.289 Khuat Duy Tien Street, Dai Mo Ward, Dai Mo, Ha Noi",You'll love it,https://itviec.com/it-jobs/senior-principal-ruby-on-rails-developer-aws-backend-andpad-vietnam-co-ltd-0613?lab_feature=preview_jd_page,"Job description
We are looking for Senior and Principal Ruby on Rails Developers (AWS, Backend) who can join our team and develop the application in cooperation with the product manager. Working in the form of Squad, a small team can quickly and consistently engage in everything from designing to development, testing and operation.

 

Also, there are a lot of opportunities to work with new languages ​​and frameworks other than the main language in an international environment. As an innovator, you will contribute to promoting new ways of working in the architecture and construction industry through product development.

 

Job Scope

Design, develop, test, operate, and refactor products using Ruby on Rails.
Propose and implement new features and improvement ideas.
Collaborate with product managers and designers to define requirements and specifications.
Architecture design based on requirements, middleware selection.
Continuously learn about technical trends and industry best practices and apply them to the product.
Measurement of effects for quality improvement and implementation of service improvement measures.
Development environment

Development Language: Ruby (on Rails)
Infrastructure: AWS, GCP
CI/CD: Circle CI/ CodeBuild
DB: Amazon Aurora (MySQL compatible edition), Elasticsearch, DynamoDB
Configuration management: Ansible
Deploy / Build: CodePipeline, CodeBuild, CircleCI, GitHub Actions
IaC: Packer, Terraform
Monitoring: Datadog, Bugsnag
Others: Swagger, Docker, ZenHub, Figma, Slack / Jira
Your skills and experience
Must-have:

Empathy for Andpad's mission and values
5+ years of experience in developing and operating Web services using Ruby on Rails 
Experience as a technical lead throughout the full project development lifecycle
Knowledge and development experience with database systems
Experience using cloud platforms (AWS, GCP, Azure, etc.)
Experience in API design, development, and documentation
Understanding of the software development lifecycle
Programming, debugging, and testing skills
Good at English communication
Nice to have:

Experience of discovering problems from logs and solving problems
Experience in developing systems using container technologies such as Docker and Kubernetes
Experience in designing architecture based on application requirements and selecting middleware
Experience of publishing and contributing OSS
External technical output experience (writing, technical blog, stage, etc.)",Software Development,5.0,English,"Ruby, AWS, GCP, CI/CD, MySQL / PostgreSQL, NoSQL, Terraform, Monitoring, Docker, Kubernetes, System Design, API, Software Architecture"
Senior QA Engineer,ANDPAD VietNam,"3rd Floor, Dong Nhan Building, 90 Nguyen Dinh Chieu, Tan Dinh Ward, Tan Dinh, Ho Chi Minh 7F, Taisei Square Hanoi Building. No.289 Khuat Duy Tien Street, Dai Mo Ward, Dai Mo, Ha Noi",You'll love it,https://itviec.com/it-jobs/senior-qa-engineer-tester-japanese-n2-andpad-vietnam-co-ltd-4535?lab_feature=preview_jd_page,"Job description
ANDPAD Vietnam is looking for a Senior QA Engineer with strong expertise in software testing and quality assurance for web and mobile applications. This position requires a high level of proficiency in Japanese (N2+) and a strong commitment to maintaining product quality throughout the software development lifecycle.

■ Job Scope

For QA/QC Engineer:

Perform test analysis, design, execution, and bug reporting at the system test level for Web and Mobile applications.
Manage test progress, reporting, and bug tracking for individual tasks.
Participate in upstream processes to execute testing efficiently and identify risks early.
Propose product improvements from a user-centric quality perspective.
Implement E2E test automation (No-code/Low-code).
For Senior QA/QC Engineer:

Formulate test strategies and plans to ensure quality and delivery speed at the team level.
Perform test analysis, design, execution, and bug reporting at the system test level for Web and Mobile applications.
Manage test progress, reporting, and bug tracking at the team level.
Drive SDLC process improvement and ""Shift-Left"" initiatives based on bug trend and root cause analysis.
Plan and promote E2E test automation (No-code/Low-code).
Mentor others and support their professional growth through knowledge sharing.
Development environment

Automation test: Autify, Magicpod
Backend: Ruby (on Rails), Go, Amazon Aurora(MySQL), Elasticsearch, DynamoDB
Frontend: Nuxt.js/Vue.js, ReactJS
Mobile App: Kotlin, Swift, Flutter
Deploy/ Build: CodePipeline, CodeBuild, CircleCI, GitHub Actions
Others: swagger, Docker,  Figma, Confluence, JIRA, esa
Your skills and experience
Must have:

Bachelor's degree in Information Technology, Computer Science, Engineering, or a related field.
3+ years of experience in Web or Mobile application testing.
Strong hands-on experience in test analysis, test design, and test execution based on requirements and specifications.
Good understanding of QA methodologies (ISTQB certification or equivalent knowledge is preferred).
Strong communication skills to collaborate effectively with Developers and Product Managers.
Japanese proficiency at N2 level or above (able to read Japanese documentation and communicate with Japanese stakeholders in daily work).
Nice to have:

Experience in test management within a product team or Agile/Scrum team environment.
Experience in working with SDLC optimization or Shift-Left quality initiatives.
Experience in leading or mentoring a manual testing team of 2+ members.
Experience in test automation.
Communication skills in English.
Experience in development projects for Japanese companies.
Knowledge of business flows in the Architecture/Construction industry.
Experience in non-functional testing (Security, Performance, etc.).
Continuous Learning Mindset: A self-driven learner who continuously explores and adopts new technologies and methodologies to stay updated.",Testing & Quality,3.0,Japanese,"Manual Test, Automation Test, Scrum / Agile, Docker, VueJS, ReactJS, Flutter, MySQL / PostgreSQL, NoSQL, CI/CD"
QC Engineer,One Mount Group,"Tower 2 (T26) Times City, 458 Minh Khai, Ha Noi","1,200 - 2,000 USD",https://itviec.com/it-jobs/senior-qc-engineer-one-mount-group-0556?lab_feature=preview_jd_page,"Job description
Analyze business and system requirements to define appropriate test strategies and plans.
Design and execute test cases for web, mobile, UI, API, and performance testing.
Develop, maintain, and enhance automation test scripts and frameworks.
Validate system quality, integrated features, and data accuracy.
Log, track, and manage defects using JIRA or equivalent tools.
Collaborate with Developers, Product Owners, Business Analysts, and DevOps to ensure product quality throughout the SDLC.
Integrate automated testing into CI/CD pipelines and support continuous testing practices.
Use AI tools to improve testing productivity, including generating test ideas, test cases, scripts, and test data.
Report progress, risks, and blockers proactively, and support junior team members when needed.
Your skills and experience
Required Experience and Skills

4+ years of experience in software testing and quality assurance.
Strong experience in test planning, test case design, execution, and reporting.
Hands-on experience in automation testing with frameworks such as Robot Framework, Selenium, Playwright, Cypress, or Appium.
Proficient in at least one programming/scripting language such as Python, Java, JavaScript, or C#.
Experience in API testing using Postman, SoapUI, Swagger, or similar tools.
Good SQL skills for data validation and backend testing.
Familiarity with Git and collaborative development workflows.
Practical experience with CI/CD tools such as Jenkins, GitLab CI/CD, GitHub Actions, or Azure DevOps.
Experience using AI tools such as ChatGPT, GitHub Copilot, or similar tools to support testing activities.
Solid understanding of functional, regression, integration, system, UAT, performance, and automation testing.
Strong problem-solving, communication, and teamwork skills.
Ability to work independently and manage multiple tasks in a fast-paced environment.

Preferred Qualifications

Bachelor’s degree in IT, Computer Science, Software Engineering, or a related field.
Experience working in an Agile/Scrum environment.
Experience in Banking, Finance, or Fintech projects is a plus.
Familiarity with performance testing tools such as JMeter or K6 is an advantage.
Knowledge of security testing, test data management, and risk-based testing is a plus.",Testing & Quality,4.0,None,"Manual Test, Automation Test, API Testing, Python, Java, JavaScript, C#, SQL, Git, CI/CD, Scrum / Agile"
